Name,Runtime,Genre,IMDB,Director,Stars
The Millennial Killer,71,Horror,2.7,Sam Mason-Bell,"Alice Mulholland, Simon Berry, Rishky Patel, Alexandra Robertshaw"
For the Weekend,96,"Comedy, Thriller",4.1,,"Tommy Bechtold, Ashley Haden, Zach Hardy, Jon Lora"
Bendita Rebeldía,90,Comedy,6.5,Laura Perez Cervera,"Luna Baxter, Laura Garcia Marulanda, Juana del Rio, Silvia Varón"
Exit,80,"Crime, Horror, Thriller",6.4,Michael Fausti,"Tony Denham, Michael Fausti, Billy James Machin, Charlotte Gould"
Blood from Stone,116,"Romance, Thriller",4.1,Geoff Ryan,"Vanja Kapetanovic, Gabriella Toth, Nika Khitrova, Eric Cotti"
Caleb,152,"Horror, Mystery, Thriller",4.7,Roberto D'Antona,"Roberto D'Antona, Annamaria Lorusso, Francesco Emulo, Alex D'Antona"
Beneath a Sea of Lights,92,"Crime, Drama",5.5,Neel Kumar,"Barkhad Abdi, Jim Sarbh, Jameel Khan, Meghana Mundkur"
Switched,104,"Comedy, Drama, Family",4.5,John K.D. Graham,"Miya Horcher, Madeleine Byrne, Denise Richards, John Schneider"
Assassin 33 A.D.,109,Sci-Fi,3.5,Jim Carroll,"Susan Gallagher, Donny Boaz, Heidi Montag, Beau Davidson"
Basta Capital,95,Drama,5.9,Pierre Zellner,"Jean-Jacques Vanier, Anne-Laure Gruet, Antoine Jouanolou, Christine Gagnepain"
Vtorzhenie,134,"Action, Sci-Fi",5.6,Fedor Bondarchuk,"Irina Starshenbaum, Rinal Mukhametov, Alexander Petrov, Yuriy Borisov"
Frieda: Coming Home,91,"Mystery, Thriller",5.6,Michael W. Driesch,"Errol Trotman-Harewood, Timo Willman, Maike Jüttendonk, Elisabeth Kanettis"
The Stranger,47,"Adventure, Drama, Sci-Fi",6.7,Amin Shahrbanoo,"Natasha Bickle, Ali Malekshoar, Maximilian Schlossberg, Prince Eugene Riley"
Words on Bathroom Walls,110,"Drama, Romance",7.0,Thor Freudenthal,"Charlie Plummer, Andy Garcia, Taylor Russell, AnnaSophia Robb"
One Summer When You Went Away,90,Drama,8.2,Chris Hopkin,"Leander Buerk, Ollie Cooper, Laurence Ellerker, Stan Heywood"
Kannum Kannum Kollaiyadithaal,160,"Drama, Romance, Thriller",7.7,Desingh Periyasamy,"Dulquer Salmaan, Gautham Vasudev Menon, Ritu Varma, Rakshan"
Kanni Raasi,133,Romance,5.2,S. Muthukumaran,"Yogi Babu, Jayachandran, R. Pandiaraajan, Varalaxmi Sarathkumar"
Gypsy,145,Drama,6.5,Raju Murugan,"Jiiva, Natasha Singh, Lal Jose, Sunny Wayne"
Killer Raccoons 2: Dark Christmas in the Dark,96,Comedy,4.2,Travis Irvine,"Yang Miller, Ron Lynch, Tom Lyons, James Myers"
Bheemasena Nalamaharaja,140,Drama,6.6,Karthik Saragur,"Aravinnd Iyer, Achyuth Kumar, Arohi Narayan, Priyanka Thimmesh"
Last and First Men,70,"Fantasy, Mystery, Sci-Fi",6.6,Jóhann Jóhannsson,
Goud,90,Drama,6.8,Rogier Hesp,"Loes Haverkort, Marcel Hensema, Anna Tenta, David Wristers"
Asura Guru,120,"Action, Crime, Thriller",3.2,A. Rajdeep,"Yogi Babu, Manobala, Mahima Nambiar, Vikram Prabhu"
What Is Life Worth,118,"Biography, Drama, History",7.5,Sara Colangelo,"Stanley Tucci, Michael Keaton, Amy Ryan, Tate Donovan"
Yaga. Koshmar tyomnogo lesa,97,Horror,4.7,,"Oleg Chugunov, Glafira Golubeva, Artyom Zhigulin, Svetlana Ustinova"
Tidy Tim's,101,Comedy,5.0,Shane Woodson,"Shane Woodson, Rich Williams, Jennifer Day, Andy Dick"
Nowhere,87,Drama,8.0,,"Miguel González, Juan Pablo Castiblanco, Melissa Cardona, Daniel Espinosa"
Come Play,96,"Drama, Horror, Mystery",5.7,Jacob Chase,"Azhy Robertson, Gillian Jacobs, John Gallagher Jr., Winslow Fegley"
47 Days The Mystery Unfolds,122,"Drama, Mystery, Thriller",5.6,Pradeep Maddali,"Satyadev Kancharana, Pooja Jhaveri, Roshini Prakash, Ravi Varma"
Toni & prietenii sai,94,Drama,9.0,Ion Indolean,"Emil Mandanac, Catalina Moga, Ilinca Harnut, Elena Ivanca"
Lone Wolf Survival Kit,100,Thriller,4.2,Charles Ehrlinger,"Cara Gee, Chase Yi, Richard de Klerk, Lisa Roumain"
Spirits in the Dark,70,"Drama, Horror, Mystery",3.3,József Gallai,"József Gallai, Ágota Dunai, Peter Cosgrove, Beáta Boldog"
L'ofrena,111,"Drama, Thriller",6.7,Ventura Durall,"Verónica Echegui, Claudia Riera, Alex Brendemühl, Pablo Molinero"
Ammonite,120,"Biography, Drama, Romance",6.5,Francis Lee,"Kate Winslet, Saoirse Ronan, Gemma Jones, James McArdle"
Rogue Warfare 3: Death of a Nation,95,Action,3.2,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi"
Kẻ Trực Đêm,90,"Crime, Drama, Mystery",5.5,Michael Cristofer,"Tye Sheridan, Ana de Armas, Helen Hunt, John Leguizamo"
Cá Sấu Tử Thần,98,"Action, Drama, Horror",4.5,Andrew Traucki,"Jessica McNamee, Luke Mitchell, Amali Golden, Benjamin Hoetjes"
Sanzaru,100,"Drama, Horror, Thriller",5.9,Xia Magnus,"Aina Dumlao, Justin Arnold, Matthew Albrecht, Jon Viktor Corpuz"
Người Thế Vai,101,Comedy,4.4,Jamie Babbit,"Drew Barrymore, Michael Zegen, T.J. Miller, Holland Taylor"
The Phoenix,92,Drama,5.5,Nicolas Moneuse,"Florent Hill, Louis Sers, Léo Ferrand, Mélanie Peyre"
Ane,100,Drama,5.0,David Pérez Sañudo,"Gorka Aguinagalde, Fernando Albizu, Nagore Aranburu, Iñaki Ardanaz"
Paranoia Tapes 06:06:06,85,Horror,3.6,Jack Saint Hunter,"Aaron B. Peterson, Scott Clark"
Có Chăng Nên Chấm Dứt,134,"Drama, Thriller",6.6,Charlie Kaufman,"Jesse Plemons, Jessie Buckley, Toni Collette, David Thewlis"
10 Things We Should Do Before We Break Up,74,Romance,4.7,Galt Niederhoffer,"Christina Ricci, Hamish Linklater, Mia Sinclair Jenness, Brady Jenness"
Life Without Hope,89,Action,8.1,Leo Sullivan,"Andra Fuller, Michael Finn, Jennifer Ansari, Qualen Bradley"
Kids Run,104,"Crime, Drama, Romance",6.9,Barbara Ott,"Jannis Niewöhner, Lena Tronina, Eline Doenst, Giuseppe Bonvissuto"
Disclosure,84,Drama,5.4,Michael Bentham,"Geraldine Hakewill, Mark Leonard Winter, Matilda Ridgway, Tom Wren"
Fame-ish,94,Comedy,4.7,Jeff Nimoy,"Nikki Boyer, Lex Lang, Brian Donovan, Jeff Nimoy"
The House Invictus,99,Thriller,5.4,Uche Aguh,"Jarius Sowells, Kayode Akinyemi, Thiree Pinnock, Vincent Ramirez"
Gia Tài Tội Lỗi,111,"Drama, Mystery, Thriller",5.5,Vaughn Stein,"Lily Collins, Simon Pegg, Connie Nielsen, Chace Crawford"
Death of a Ladies' Man,100,Drama,9.0,Matt Bissonnette,"Jessica Paré, Gabriel Byrne, Brian Gleeson, Antoine Olivier Pilon"
The Mentor,74,Thriller,4.2,Moez Solis,"Brandi Nicole Payne, Liz Sklar, Mike Bash, Michael James Kelly"
Ánima,95,Thriller,6.4,Kuno Becker,"Kuno Becker, Javier Díaz Dueñas, David Fridman, Genaro Hernandez"
Caveat,88,"Horror, Thriller",7.8,Damian Mc Carthy,"Ben Caplan, Conor Dwane, Jonathan French, Leila Sykes"
Paranoia Tapes 5: Rewind,77,Horror,5.7,,"Jennifer Nangle, Lara Jean Sullivan, Thomas Haley, Charles Chudabala"
Veinteañera: Divorciada y Fantástica,93,Comedy,5.0,Noé Santillán-López,"Ela Velden, Vadhir Derbez, Giselle Kuri, Jesús Zavala"
Up on the Glass,95,Thriller,4.1,Kevin Del Principe,"Chelsea Kurtz, Jessica Lynn Parsons, Chase Fein, Hunter Cross"
About Us,85,Romance,5.2,Stefan Schwartz,"Ross McCall, Allison Miller, Alessandra Mastronardi, Joseph Siprut"
Demon Nun,114,Horror,1.7,Max Dementor,"April Love, Johnny Stevenson, Maria de Jesus Castellon, Gene DiNapoli"
Pari,101,Drama,7.1,Siamak Etemadi,"Melika Foroutan, Shahbaz Noshir, Sofia Kokkali, Argyris Pandazaras"
Magic Arch 3D,82,"Animation, Family",5.5,Vasiliy Rovenskiy,"Stephen Thomas Ochsner, Daniil Medvedev, Liza Klimova, Bruce Grant"
Dating Amber,92,"Comedy, Drama, Romance",7.0,David Freyne,"Fionn O'Shea, Lola Petticrew, Sharon Horgan, Barry Ward"
Sadak 2,133,"Action, Drama",1.1,Mahesh Bhatt,"Alia Bhatt, Priyanka Bose, Sanjay Dutt, Jisshu Sengupta"
Save Yourselves!,93,"Comedy, Sci-Fi",5.6,,"Sunita Mani, John Reynolds, Ben Sinclair, John Early"
Abbi Fede,93,Comedy,5.5,Giorgio Pasotti,"Claudio Amendola, Roberto Nobile, Giorgio Pasotti, Robert Palfrader"
Critical Thinking,117,Drama,6.4,John Leguizamo,"John Leguizamo, Rachel Bay Jones, Michael Kenneth Williams, Corwin C. Tuggles"
Where We Begin,85,"Drama, Romance",8.3,,"Joshua Kwak, A Leslie Kies, Rawle D. Lewis, Janice Sonia Lee"
The Message,83,"Drama, Family",4.9,,"Chloe Lukasiak, Tori Keeth, Jennifer Aquino, James Bartz"
Enola Holmes,123,"Action, Adventure, Crime",6.6,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter"
Finding Grace,106,Drama,4.9,Warren Fast,"Erin Gray, David Keith, Bo Svenson, Paris Warner"
Evil Takes Root,91,"Horror, Thriller",4.1,Chris W. Freeman,"Nicholas Gonzalez, Sean Carrigan, Stevie Lynn Jones, John Churchill"
Case 347,85,"Sci-Fi, Thriller",5.7,Chris Wax,"Maya Stojan, Chris Wax, Jason Kropik, Krista Allen"
Um Animal Amarelo,115,Drama,6.0,Felipe Bragança,"Higor Campagnaro, Isabél Zuaa, Catarina Wallenstein, Tainá Medina"
Torbaaz,133,"Action, Drama, Sport",5.9,Girish Malik,"Sanjay Dutt, Nargis Fakhri, Rahul Dev, Babrak Akbari"
Curse of the Blind Dead,87,Horror,3.1,Raffaele Picchio,"Aaron Stielstra, Alice Zanini, Francesca Pellegrini, Bill Hutchens"
Clover,101,"Comedy, Crime, Thriller",4.1,Jon Abrahams,"Mark Webber, Nicole Elizabeth Berger, Jon Abrahams, Erika Christensen"
The Landline Detective,118,Crime,5.9,Eric Nemoto,"Dann Seki, Jim Aina, Kristen Nemoto, Nyla Fujii-Babb"
The Photograph,106,"Drama, Romance",6.0,Stella Meghie,"Issa Rae, LaKeith Stanfield, Chanté Adams, Y'lan Noel"
Charlie's Christmas Wish,94,"Drama, Family",6.0,Sue Ann Taylor,"Aiden Turner, Toni Hudson, Vernon Wells, Lindsey McKeon"
The Saint of the Impossible,90,Drama,6.8,Marc Raymond Wilkins,"Brian Dole, Qurrat Ann Kadwani, Magaly Solier, Ratnesh Dubey"
Painter,99,"Drama, Thriller",4.2,Cory Wexler Grant,"Casey Deidrick, Eric Ladin, Susan Anton, Cinthya Carmona"
Never Rarely Sometimes Always,101,Drama,7.4,Eliza Hittman,"Sidney Flanigan, Talia Ryder, Théodore Pellerin, Eliazar Jimenez"
She Ball,97,"Comedy, Drama, Sport",6.5,Nick Cannon,"Rosa Acosta, K.D. Aubert, Delpha Baxter, Dj Bling"
Saint-Narcisse,101,"Comedy, Drama, Romance",5.5,Bruce La Bruce,"Félix-Antoine Duval, Thomas Niles, Tania Kontoyanni, Alexandra Petrachuk"
The Pushkar Lodge,115,Drama,8.6,Vijay Suthar,"Anil Chahar, Sachin Chaudhary, Yashvi Chhabra, Preeti Jhangiani"
American Wisper,91,"Crime, Thriller",6.9,Russ Emanuel,"Christian Barber, Naaji Kenn, Lanisha Javon Gholston, Kenishia Green"
Die Känguru-Chroniken,92,Comedy,5.3,Dani Levy,"Volker Michalowski, Marc-Uwe Kling, Dimitrij Schaad, Rosalie Thomass"
The Scientist,93,Horror,2.7,Derrick Granado,"Daniel B. Davis, Shannon Denay, David Dittmeier, Robb Hudspeth"
Greenland: Thảm Họa Thiên Thạch,119,"Action, Drama, Thriller",6.4,Ric Roman Waugh,"Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn"
24 Little Hours,84,"Action, Crime, Thriller",4.2,Paul Knight,"Kris Johnson, Fiona Skinner, Danny Midwinter, Marc Bannerman"
Jingle Jangle: A Christmas Journey,122,"Family, Fantasy, Musical",6.5,David E. Talbert,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose"
Hacksaw,68,Horror,2.4,Anthony Leone,"Amy Cay, Brian Patrick Butler, Michael C. Burgess, Kylie Young-Harper"
Rain Anyway,89,"Adventure, Comedy, Drama",5.4,Gust Van den Berghe,"Danny Ronaldo, Isolda Dychauk, Bruno Vanden Broecke, Mieke Dobbels"
Und morgen die ganze Welt,111,"Crime, Drama, Romance",6.0,Julia von Heinz,"Mala Emde, Noah Saavedra, Tonio Schneider, Andreas Lust"
Birds of Prey: Cuộc Lột Xác Huy Hoàng Của Harley Quinn,109,"Action, Adventure, Comedy",6.1,Cathy Yan,"Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, Jurnee Smollett"
Alone,98,"Drama, Thriller",6.1,John Hyams,"Jules Willcox, Marc Menchaca, Anthony Heald, Jonathan Rosenthal"
A Casa,85,"Crime, Drama, Fantasy",4.2,Raül Busquets,"Debbie García, José García Ruiz, Paco Moreno, Txema Lorente"
The Bloody Man,133,Horror,7.9,Daniel Benedict,"Lisa Wilcox, Tuesday Knight, Larry Kenney, KateLynn E. Newberry"
T11 Incomplete,105,Drama,6.8,Suzanne Guacci,"Kristen Renton, Karen Sillas, Zachary Booth, Yvonne Jung"
Infamous,100,"Crime, Drama, Romance",4.0,Joshua Caldwell,"Bella Thorne, Jake Manley, Amber Riley, Michael Sirow"
Psychos & Socios,83,Crime,5.7,David Groves,"Jonathan Meza, Stephanie Brait, Clayton Amon, Mayer Stern"
Kiss Me Before It Blows Up,101,Comedy,6.9,Shirel Peleg,"Moran Rosenblatt, Luise Wolfram, Rivka Michaeli, Juliane Köhler"
XL: The Temptation of Christ,98,Drama,4.6,Douglas James Vail,"Sean Ardalan, Cazzey Louis Cereghino, Mateo Ray Garcia, Sophia Louisa"
Love is Love is Love,91,"Comedy, Drama, Romance",3.4,Eleanor Coppola,"Rosanna Arquette, Justin Ashforth, Kathy Baker, Marshall Bell"
Killerhertz,80,"Horror, Sci-Fi, Thriller",2.8,Colin Bishop,"Hayley Osborne, Gino Wilson, Luke Dempsey, Richard Dee-Roberts"
Dream Runner,108,"Crime, Drama, Sci-Fi",4.3,James Aponte,"Jeffrey Burden II, Sam Campbell, Ian Davis, Jamal Knight"
2 Minutes of Fame,97,Comedy,5.2,Leslie Small,"Andy Allo, Keke Palmer, Deon Cole, RonReaco Lee"
49 Days,100,"Crime, Thriller",4.8,Louis Chan,"Lorene Ren, Lewis Liu, Tsung-Hua Tou, Samuel Ku"
Parallel Minds,86,"Sci-Fi, Thriller",5.8,Benjamin Ross Hayden,"Greg Bryk, Tommie-Amber Pirie, Neil Napier, Madison Walsh"
Last Shot,84,Drama,4.5,Terrence Arlyn,"Terrence Arlyn, Shanice Brooks, Carlo Campbell, Cody N. Carter"
Unhuman Nature,66,Horror,2.7,Thor Moreno,"Joseph Wray Barney, Les Best, Annette Duffy, MJ Gazali"
We Go in at Dawn,85,"History, Thriller, War",3.2,Ben Mole,"Kelvin Fletcher, Christos Lawton, Audrey L'Ebrellec, Tom Taplin"
Lovecut,94,Drama,5.1,,"Sara Toth, Kerem Abdelhamed, Max Kuess, Luca von Schrader"
ADN,90,"Drama, History",5.8,Maïwenn,"Fanny Ardant, Louis Garrel, Dylan Robert, Marine Vacth"
Ouija Blood Ritual,77,Horror,3.5,Dustin Mills,"Kayla Elizabeth, Dustin Mills, Rob Grant, Brandon Salkil"
Mare,84,Drama,5.8,Andrea Staka,"Marija Skaricic, Goran Navojec, Mateusz Kosciukiewicz, Mirjana Karanovic"
I Wrote This for You,94,"Comedy, Drama, Fantasy",6.0,Jason Zavaleta,"Brennan Keel Cook, Melise, Rigdzin Zavaleta, Richie the Barber"
Wheels,80,Drama,8.7,Paul Starkman,"Arnstar, Shyrley Rodriguez, Joshua Boone, Kareem Savinon"
Lady Driver,104,Sport,5.9,Shaun Paul Piccinino,"Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien"
The Old Guard: Những Chiến Binh Bất Tử,125,"Action, Adventure, Fantasy",6.6,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari"
Mis 500 locos,93,"Drama, History",7.6,Leticia Tonos,"Luis José Germán, Jane Santos, Pavel Marcano, Ico Abreu"
Hotel Limbo,90,"Comedy, Romance",9.5,Tina Adams,"Lucie Vondrácková, Michael Barbuto, Sophie Gendron, James McDougall"
The Berlin Bride,72,"Fantasy, Mystery",5.5,Michael Bartlett,"Taylor Baldschun, Michael Bartlett, Brynmor Jones"
Meine Freundin Conni - Geheimnis um Kater Mau,76,Animation,6.2,,"Noella Brennan, Mia Ciscon, Zac Ciscon, Amy De Bhrún"
Dự Án Siêu Năng Lực,113,"Action, Crime, Sci-Fi",6.0,,"Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro"
Hope for the Holidays,91,"Drama, Family",9.6,Ricky Borba,"Doug Hutchison, Sally Kirkland, Robert LaSardo, Jenn Gotzon"
Like a Boss,83,Comedy,4.5,Miguel Arteta,"Tiffany Haddish, Rose Byrne, Salma Hayek, Karan Soni"
Always and Forever,98,Thriller,3.7,Chris Stokes,"Cynthia Addai-Robinson, Robbie Jones, Aundrea Smith, Loretta Devine"
Sex and the Future,90,Comedy,1.9,,"Torrey Richardson, Ellie Patrikios, Janet Lopez, Naama Silver"
Stalker's Prey 2,88,Thriller,4.6,Colin Theys,"Houston Stevenson, Sarah Wisser, Felicity Mason, Julia Blanchard"
Petit vampire,85,"Animation, Family, Fantasy",6.9,Joann Sfar,"Camille Cottin, Louise Lacoste, Jean-Paul Rouve, Claire de la Rüe du Can"
Oru Pakka Kathai,124,"Comedy, Romance",7.3,Balaji Tharaneetharan,"Megha Akash, Dr. Chef Damodaran, Kalidas Jayaram, Jeeva Ravi"
Don't Read This on a Plane,93,"Comedy, Drama",4.6,Stuart McBratney,"Sophie Desmarais, Victor von Schirach, Cassie Osborne, Susanna Dekker"
Silence & Darkness,81,"Drama, Thriller",6.3,Barak Barkan,"Mina Walker, Joan Glackin, Jordan Lage, Sandra Gartner"
The Turning,94,"Drama, Horror, Mystery",3.8,Floria Sigismondi,"Mackenzie Davis, Finn Wolfhard, Brooklynn Prince, Barbara Marten"
Alpha Code,97,"Mystery, Sci-Fi, Thriller",3.0,Keoni Waxman,"Bren Foster, Denise Richards, Randy Couture, Marek Vasut"
Tiếng Gọi Nơi Hoang Dã,100,"Adventure, Drama, Family",6.8,Chris Sanders,"Harrison Ford, Omar Sy, Cara Gee, Dan Stevens"
Ordem Moral,101,Drama,6.9,Mário Barroso,"Maria de Medeiros, Marcello Urgeghe, João Pedro Mamede, João Arrais"
Vươn Tới Cung Trăng,95,"Animation, Adventure, Comedy",6.5,,"Glen Keane, Brycen Hall, Ruthie Ann Miles, John Cho"
Temenggor,85,"Adventure, Fantasy",4.1,Feisal Azizuddin,"Feisal Azizuddin, Iskander Azizuddin, Vanessa Mariam Azizuddin, Aisha Marie Ellingham"
The Last Thing He Wanted,115,"Crime, Drama, Thriller",4.3,Dee Rees,"Anne Hathaway, Ben Affleck, Rosie Perez, Willem Dafoe"
Her Name Was Christa,119,"Horror, Romance, Thriller",4.5,James L. Edwards,"Shianne Daye, James L. Edwards, Drew Fortier, Rick Jermain"
Holly Slept Over,87,Comedy,5.5,Joshua Friedlander,"Nathalie Emmanuel, Kimberly G. Grader, Erinn Hayes, Josh Lawson"
Star Light,90,Horror,3.8,,"Scout Taylor-Compton, Rahart Adams, Cameron Johnson, Liana Ramirez"
Adorables,91,Comedy,4.5,Solange Cicurel,"Elsa Zylberstein, Lucien Jean-Baptiste, Ioni Matos, Hélène Vincent"
The Glorias,139,"Biography, Drama, History",5.3,Julie Taymor,"Julianne Moore, Alicia Vikander, Janelle Monáe, Ryan Kiera Armstrong"
The Tent,85,"Drama, Thriller",3.6,Kyle Couch,"Tim Kaiser, Lulu Dahl, Shelby Bradley, Christine Marie"
You with Me,92,Romance,8.6,Rommel Ricafort,"Hyun Woo, Devon Seron, Jin Ju-hyeong, Tonton Gutierrez"
Max Reload and the Nether Blasters,100,"Adventure, Comedy, Sci-Fi",4.6,,"Jai Raja, Richard Lippert, Tom Plumley, Hassie Harrison"
In the Shadows,94,Sci-Fi,6.8,Erdem Tepegoz,"Numan Acar, Vedat Erincin, Ahmet Melih Yilmaz, Emrullah Cakay"
For the Love of Jessee,94,Drama,5.5,David McAbee,"Randy Wayne, Mandahla Rose, Adrienne Barbeau, Tony Denman"
The Clearing,88,Horror,4.2,David Matalon,"Liam McIntyre, Aundrea Smith, Steven Swadling, Sydelle Noel"
Faraway Eyes,118,"Comedy, Fantasy, Romance",8.9,Harry Greenberger,"Christina Ricci, Jackie Cruz, Nora Arnezeder, Jeannie Berlin"
001LithiumX,103,"Drama, Sci-Fi",4.8,Guy Moshe,"Juliet Aubrey, Anna Brewster, Gabrielle Cassi, James D'Arcy"
Vampire Dad,80,Comedy,4.1,Frankie Ingrassia,"Grace Fulton, Emily O'Brien, Jackson Hurst, Barak Hardley"
Krudttønden,106,Drama,5.6,Ole Christian Madsen,"Nikolaj Coster-Waldau, Lars Brygmann, Jakob Oftebro, Sonja Richter"
Initiation,96,"Crime, Horror, Mystery",8.8,John Berardo,"Lochlyn Munro, Yancy Butler, Isabella Gomez, Gattlin Griffith"
Vùng Đất Bị Ruồng Bỏ,138,"Crime, Drama, Thriller",7.1,Antonio Campos,"Donald Ray Pollock, Bill Skarsgård, Tom Holland, Michael Banks Repeta"
Falling for Figaro,104,"Comedy, Romance",8.2,Ben Lewin,"Joanna Lumley, Danielle Macdonald, Shazad Latif, Gary Lewis"
Slate Yourself,114,"Comedy, Drama",5.1,Justin Van Voorhis,"Justin Van Voorhis, Mallory Kinney, Keaton Weiss, Chelsea Camp"
Discarded Things,107,Drama,9.5,,"Madison Bailey, Karen Abercrombie, Cameron Arnett, Sharonne Lanier"
The Dark Side of Opulent,119,Drama,2.5,George Nemeh,"Anna Harr, Linda Cushma, Christos Antoniou, Mark Speno"
Frank & Zed,90,"Animation, Horror",7.9,Jesse Blanchard,"Jerry Bell Jr., Aaron Booth, Randolph F. Christen, Chris Henry"
Ride Hard: Live Free,93,"Action, Adventure, Drama",8.9,Tony Mendoza,"Emilio Rivera, R.A. Mihailoff, Lainee Rhodes, Tim Colceri"
Spy Intervention,93,"Action, Adventure, Comedy",4.5,Drew Mylrea,"Drew Van Acker, Poppy Delevingne, Blake Anderson, Max Silvestri"
Khuda Haafiz,133,"Action, Drama, Thriller",7.1,Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Annu Kapoor, Shiv Panditt"
Meeting,80,"Drama, Horror, Mystery",2.8,Emre Sen,"Stephen Schreiber, Ava Amande, Bhrina Bache, Portia Booroff"
Behind You,86,Horror,4.3,,"Addy Miller, Elizabeth Birkner, Jan Broberg, Philip Brodie"
Fei lung gwoh gong,96,"Action, Comedy",5.7,,"Donnie Yen, Niki Chow, Teresa Mo, Jing Wong"
Sulphur and White,121,Drama,5.1,Julian Jarrold,"Mark Stanley, Anna Friel, Hugo Stone, Dee Rasedile"
More to Life,90,Drama,2.8,Joseph Ebanks,"Shannon Bond, Joel Diggs, Christian Edmonds, Deontay Epps"
The Banishing,97,"Drama, Thriller",6.0,Christopher Smith,"Jessica Brown Findlay, John Lynch, Sean Harris, John Heffernan"
De,58,Biography,8.1,Francisco Matias,"Deanna Hanger, Jon Aguiar, Meagan Bourne, Nicole Galindo Herrera"
The Eagle and the Albatross,92,"Comedy, Drama, Sport",4.6,Angela Shelton,"Adrienne Barbeau, Dan Lauria, Michael Badalucco, Chris Wylde"
Bikini Valley Car Wash,95,Comedy,4.1,Jordan F. Ghanma,"Maralynn Adams, Teryn Apple, Sadie Bentley, Alejandra Cardenas"
The Bet,101,Comedy,3.6,Joan Carr-Wiggin,"Natasha Little, Douglas Hodge, Colin Salmon, Linda Kash"
The Last Exorcist,79,Thriller,5.2,Robin Bain,"Danny Trejo, Rachele Brooke Smith, Terri Ivens, Nicolas Coster"
The Departure,70,Drama,3.7,Merland Hoxha,"Jon Briddell, Kendall Chappell, Grant Wright Gunderson, Austin Lauer"
Ofrenda a la tormenta,139,"Crime, Thriller",6.2,Fernando González Molina,"Marta Etura, Leonardo Sbaraglia, Nene, Francesc Orella"
Ba Bai,149,"Action, Drama, History",7.1,Hu Guan,"Zhi-zhong Huang, Zhang Junyi, Hao Ou, Xiaoguang Hu"
El Encanto,73,Drama,4.9,,"Ezequiel Tronconi, Mónica Antonópulos, Yamila Saud, Boy Olmi"
Shakespeare's Sh*tstorm,94,Comedy,6.3,Lloyd Kaufman,"Ron Jeremy, Lloyd Kaufman, Debbie Rochon, Catherine Corcoran"
Money Plane,82,Action,4.3,Andrew Lawrence,"Adam Copeland, Kelsey Grammer, Thomas Jane, Denise Richards"
Worst. Christmas. Ever.,80,"Comedy, Drama",3.9,Johnny Chechitelli,"Raychael Lane, Chase Crawford, Leonardo Mancini, La'Rayja Hill"
Wreck,69,Horror,2.3,Ben Patterson,"Ben Loyd-Holmes, Tony Manders, Gemma Harlow Dean, Delia Rose"
Cold Wind Blowing,112,Horror,7.3,Dionne Copland,"Larry Fessenden, M.J. Kehler, Nalani Wakita, Griffin Cork"
Salt City,120,Comedy,8.5,James D. Froio,"Fox Applegate, Jillian Ashley Bruyere, Chris Dell, Brandin Fennessy"
Tom of Your Life,92,Drama,4.7,Jeremy Sklar,"Baize Buzan, Jeremy Sklar, James Sharpe, Judah Abner Paul"
